iter	MultiRMSE
215	0.1032364211
216	0.1026984786
217	0.1021154072
218	0.101548837
219	0.1011792537
220	0.1008551784
221	0.1003138875
222	0.09969846433
223	0.09933464336
224	0.09892270466
225	0.09835578497
226	0.09779340037
227	0.0971516326
228	0.09660472967
229	0.09614963642
230	0.09576477275
231	0.09527051857
232	0.09489633121
233	0.09428928642
234	0.09388387257
235	0.09334161725
236	0.09280713471
237	0.09229180891
238	0.09180510488
239	0.09138667438
240	0.09091508486
241	0.09051361014
242	0.08996923555
243	0.08949146561
244	0.08887909633
245	0.08843188746
246	0.08787584272
247	0.08730445065
248	0.08675503486
249	0.08635357539
250	0.08579598402
251	0.08534163786
252	0.08483420203
253	0.08448599756
254	0.08405159581
255	0.0836894797
256	0.08325691517
257	0.08286682353
258	0.08242278859
259	0.08210640689
260	0.08161693095
261	0.08113004973
262	0.08072804371
263	0.08023487898
264	0.07989440684
265	0.07952067363
266	0.07906578958
267	0.07854632348
268	0.07805453141
269	0.0775747075
270	0.07710077889
271	0.07689932202
272	0.07643248436
273	0.07609850978
274	0.07571324405
275	0.07527686826
276	0.07478345749
277	0.07435029641
278	0.07402329488
279	0.0738163493
280	0.07334319594
281	0.07287895354
282	0.07253061564
283	0.0721688179
284	0.07194721349
285	0.07161308659
286	0.07124654025
287	0.07080658316
288	0.07061671214
289	0.07024561076
290	0.0698815038
291	0.06957086803
292	0.06917475226
293	0.06884530271
294	0.06849232939
295	0.06800155885
296	0.06773793733
297	0.06732061479
298	0.06688422042
299	0.06656512192
300	0.06633791162
301	0.06597100725
302	0.06559107865
303	0.06521987033
304	0.06497155385
305	0.06467259338
306	0.06429669553
307	0.06397815988
308	0.06355954907
309	0.06321633256
310	0.06289816305
311	0.06265508728
312	0.06229630417
313	0.06197528254
314	0.06167873374
315	0.06147034467
316	0.0611895111
317	0.06096904498
318	0.06059081857
319	0.06023261073
320	0.06010573209
321	0.05975531872
322	0.05943641741
323	0.05910073904
324	0.05868648462
325	0.05839706678
326	0.05809408482
327	0.05777731309
328	0.05751291497
329	0.05725023005
330	0.05699992024
331	0.05668960769
332	0.05641896899
333	0.05615109203
334	0.05585265721
335	0.05571188405
336	0.05542671774
337	0.05510299092
338	0.05490811656
339	0.05465892995
340	0.05436290348
341	0.05404908708
342	0.05373466306
343	0.05349642647
344	0.05317019513
345	0.05295348892
346	0.05263878847
347	0.05231878581
348	0.05210822974
349	0.05182888341
350	0.05162957432
351	0.05132214364
352	0.05099662622
353	0.05065486432
354	0.05036673807
355	0.05004390638
356	0.04988114365
357	0.04956641961
358	0.04925578729
359	0.04909581142
360	0.04886711242
361	0.04852839667
362	0.04831044371
363	0.04812512676
364	0.04785529494
365	0.04760738741
366	0.04735820639
367	0.04715886614
368	0.04685384474
369	0.04653748114
370	0.04632822066
371	0.04604892747
372	0.04573980839
373	0.04544948705
374	0.04531234607
375	0.04513700907
376	0.04494604823
377	0.04466476295
378	0.0444784071
379	0.04424361852
380	0.04395971348
381	0.04376970492
382	0.0434934754
383	0.04325439038
384	0.04293254884
385	0.04267944653
386	0.04243726202
387	0.04220630855
388	0.04199468555
389	0.04180253885
390	0.04157036064
391	0.04138405069
392	0.04117204032
393	0.04101094221
394	0.04081996597
395	0.04062392893
396	0.04036289662
397	0.04010395698
398	0.03994893229
399	0.03976621688
400	0.03951164935
401	0.03929096445
402	0.03907218427
403	0.03885548536
404	0.03871827995
405	0.03854526667
406	0.03832045415
407	0.03809932078
408	0.03795021159
409	0.03775938621
410	0.03767030721
411	0.03741968998
412	0.03714089943
413	0.03706874519
414	0.03687784268
415	0.03681299181
416	0.03669027794
417	0.03652727006
418	0.03633456724
419	0.03614226372
420	0.03601720792
421	0.03583205589
422	0.03562823026
423	0.03542999363
424	0.03526711165
425	0.03505734176
426	0.0349761627
427	0.03482116314
428	0.03462707403
429	0.03439162298
430	0.03421235961
431	0.03399710058
432	0.0338140022
433	0.03372360742
434	0.03358537704
435	0.03343496732
436	0.03323800702
437	0.03304444919
438	0.03288610288
439	0.03273733827
440	0.03255969321
441	0.03240621861
442	0.03220220868
443	0.03198692386
444	0.03180129526
445	0.03166421572
446	0.03147681039
447	0.0312818316
448	0.03112053799
449	0.03106140463
450	0.03091984016
451	0.03081375649
452	0.03061829672
453	0.03052816069
454	0.03035406942
455	0.03019911965
456	0.03000653843
457	0.02987148516
458	0.02974470774
459	0.02967366982
460	0.02950786923
461	0.02934939087
462	0.029202204
463	0.02910245908
464	0.02905124002
465	0.02887407116
466	0.02876549793
467	0.02860855661
468	0.02847265739
469	0.02831880972
470	0.02817295315
471	0.02798237925
472	0.02786589931
473	0.02770978854
474	0.02755493007
475	0.02739570461
476	0.0272416674
477	0.02711184992
478	0.02698999121
479	0.02684979162
480	0.02676180839
481	0.02664389396
482	0.02649023638
483	0.02640529027
484	0.02626139621
485	0.02612554137
486	0.02597384938
487	0.02589379637
488	0.02579552114
489	0.02569459406
490	0.02553737508
491	0.02537373437
492	0.0252066121
493	0.02508125994
494	0.02499534141
495	0.02489013489
496	0.02474715397
497	0.02469744919
498	0.02456130653
499	0.02445902046
500	0.02431860569
501	0.02419487038
502	0.02405185208
503	0.02393431765
504	0.02378171552
505	0.02367200079
506	0.02355779782
507	0.02344556492
508	0.02333499958
509	0.02322711783
510	0.02316516069
511	0.02306128233
512	0.02298393884
513	0.02284939161
514	0.02275172348
515	0.0226511211
516	0.02252162765
517	0.02242776915
518	0.02236843924
519	0.02225786538
520	0.02214172339
521	0.02203521633
522	0.02189355648
523	0.02175093703
524	0.02168355856
525	0.02158764693
526	0.02150336637
527	0.02139766397
528	0.02128270822
529	0.02116993914
530	0.02110437169
531	0.02096035205
532	0.0208427164
533	0.02072276552
534	0.02060564424
535	0.02051489305
536	0.02043370458
537	0.02031526659
538	0.02023720825
539	0.02014224807
540	0.020042822
541	0.01993806339
542	0.0198828767
543	0.01982579293
544	0.01973721178
545	0.01961615383
546	0.01950908255
547	0.01943398283
548	0.01933166657
549	0.01920861446
550	0.01913371256
551	0.01904310034
552	0.01894792975
553	0.01885270917
554	0.01877961565
555	0.01868034364
556	0.01860144222
557	0.01851100663
558	0.01842705806
559	0.01834054268
560	0.01824377743
561	0.01816885721
562	0.01806423404
563	0.01795937829
564	0.01790655799
565	0.01780667235
566	0.01772696696
567	0.01764218427
568	0.01753451835
569	0.01742734747
570	0.0173148073
571	0.01722008915
572	0.01716431818
573	0.01708368356
574	0.01703551898
575	0.01692914923
576	0.0168253526
577	0.01674755853
578	0.01666240308
579	0.01656352663
580	0.01648437418
581	0.01639767132
582	0.01631808567
583	0.01622109813
584	0.01611172802
585	0.01604034208
586	0.01596396716
587	0.01591701071
588	0.01586589553
589	0.01576961128
590	0.01573445464
591	0.01566958035
592	0.01559690225
593	0.01550887805
594	0.01543627235
595	0.01534933968
596	0.01526200803
597	0.0151738046
598	0.01511514298
599	0.01507388993
600	0.01500517112
601	0.01493463176
602	0.01487579884
603	0.01480838266
604	0.01476851743
605	0.01469966213
606	0.01464541158
607	0.01455926628
608	0.01447677871
609	0.01438812267
610	0.01429593858
611	0.01421961524
612	0.01415347707
613	0.01407649363
614	0.01402435842
615	0.01395858408
616	0.01386606238
617	0.01382265447
618	0.01376691817
619	0.01368213789
620	0.01360245123
621	0.01352210198
622	0.01347787023
623	0.01339985625
624	0.01331374345
625	0.01323980286
626	0.01317744771
627	0.01309515814
628	0.01304180605
629	0.01295939195
630	0.01288405918
631	0.01281404574
632	0.01275365588
633	0.01267254507
634	0.01260226446
635	0.01257750376
636	0.0125360823
637	0.0124800534
638	0.0124012523
639	0.01235222801
640	0.012320971
641	0.01225947029
642	0.01223420553
643	0.01216973168
644	0.01209878753
645	0.0120451518
646	0.01200356053
647	0.01193711645
648	0.01190453516
649	0.01184312678
650	0.01176747748
651	0.01170002829
652	0.01165847688
653	0.01159381539
654	0.0115504741
655	0.01148854854
656	0.01144816766
657	0.01140772458
658	0.01136246806
659	0.01132455473
660	0.01127507447
661	0.01121062984
662	0.01115204881
663	0.0111040979
664	0.01104745306
665	0.01097982208
666	0.01095030758
667	0.01089542735
668	0.01083670039
669	0.01077684089
670	0.01073041625
671	0.01066830447
672	0.01061068705
673	0.01056297741
674	0.0105020181
675	0.01043637741
676	0.01038946308
677	0.01034302029
678	0.01029565646
679	0.01025771082
680	0.01021362782
681	0.01016128486
682	0.01011596782
683	0.01005720767
684	0.01000765844
685	0.009963740836
686	0.009920833621
687	0.009902818442
688	0.009836989705
689	0.009778237961
690	0.009742383718
691	0.009699324389
692	0.009645698272
693	0.009605849036
694	0.009542432308
695	0.009489908614
696	0.009449310244
697	0.009422091853
698	0.009370394933
699	0.009328001678
700	0.009308874149
701	0.009271580226
702	0.009235536578
703	0.009200417011
704	0.009182814979
705	0.009161251386
706	0.009113351093
707	0.009089890282
708	0.009040890285
709	0.009003275919
710	0.008966031614
711	0.008926378316
712	0.008871548605
713	0.008819019966
714	0.008780654358
715	0.008750385691
716	0.008700935353
717	0.008647853134
718	0.008587319296
719	0.008558953655
720	0.008503400486
721	0.00847706321
722	0.008437369064
723	0.008412601049
724	0.008374285434
725	0.008331702597
726	0.008276195993
727	0.008243380616
728	0.008220301905
729	0.008180558893
730	0.00815033887
731	0.008103299543
732	0.008086737656
733	0.008065174893
734	0.008041392599
735	0.008008098377
736	0.007961284272
737	0.007920548334
738	0.007885304409
739	0.007839292842
740	0.007804600722
741	0.007765886738
742	0.007719789606
743	0.007673783895
744	0.007639956137
745	0.007610009847
746	0.007576438814
747	0.007533269863
748	0.007486065309
749	0.007457100066
750	0.00742513816
751	0.007388881205
752	0.007350145611
753	0.00730679772
754	0.007281027262
755	0.007240236773
756	0.007205084137
757	0.007192502858
758	0.007153054492
759	0.007116974263
760	0.007075178539
761	0.007028531368
762	0.006986232062
763	0.00695307548
764	0.006919258495
765	0.006877911718
766	0.006854063896
767	0.006812959237
768	0.006771087815
769	0.006750264344
770	0.006715980918
771	0.006681474504
772	0.006635679076
773	0.006614520325
774	0.006585290884
775	0.00654582607
776	0.006522188869
777	0.006495824416
778	0.00646249604
779	0.00642478895
780	0.006382320147
781	0.006338358295
782	0.006305288984
783	0.00627342034
784	0.006244734678
785	0.006215469493
786	0.006196609603
787	0.006174469011
788	0.00615594383
789	0.006131904575
790	0.006099017744
791	0.006072234557
792	0.006044699502
793	0.006014592915
794	0.005998766994
795	0.00597263508
796	0.005940842018
797	0.005903888178
798	0.00588628232
799	0.005860801145
800	0.005819824249
801	0.005792749315
802	0.005762302946
803	0.005739247976
804	0.005718518895
805	0.005691153205
806	0.005663482256
807	0.005631117127
808	0.005594605194
809	0.005580788295
810	0.005550014556
811	0.005533444123
812	0.005503521843
813	0.005487167645
814	0.005460713105
815	0.005434446602
816	0.005403122614
817	0.005374011716
818	0.00534734558
819	0.005320573421
820	0.005294335485
821	0.005279585794
822	0.005253180334
823	0.005242744249
824	0.005226418278
825	0.005213044031
826	0.005181691713
827	0.005167658285
828	0.005142085263
829	0.005122125947
830	0.00509928283
831	0.005069691953
832	0.005058779665
833	0.005038836861
834	0.005008020244
835	0.004979991552
836	0.004955136192
837	0.004939252263
838	0.004911302049
839	0.004901831822
840	0.004877846101
841	0.004854864525
842	0.004830042051
843	0.004801820806
844	0.004777107707
845	0.004748816227
846	0.004720942303
847	0.004699554478
848	0.004675628669
849	0.004655377847
850	0.004627680711
851	0.004610020242
852	0.004585020171
853	0.004558124615
854	0.004532582364
855	0.004512002365
856	0.004495225244
857	0.004481884938
858	0.004468527417
859	0.004441930061
860	0.004425164407
861	0.004409557583
862	0.004398965911
863	0.004371183995
864	0.00435119625
865	0.004328008295
866	0.004316094699
867	0.004301797135
868	0.00428754038
869	0.004264328388
870	0.004253824326
871	0.004234048606
872	0.004214215434
873	0.004193214324
874	0.004165506804
875	0.004159901967
876	0.004143718145
877	0.004122714952
878	0.004101013144
879	0.004085155792
880	0.004064522859
881	0.004047511286
882	0.004029479764
883	0.004018110321
884	0.003994779132
885	0.00398327561
886	0.003963136452
887	0.003950858096
888	0.00392973012
889	0.003917225686
890	0.003896349507
891	0.003879820966
892	0.003863906337
893	0.003844712253
894	0.003825423371
895	0.00380334238
896	0.003792118889
897	0.003785897171
898	0.003769214899
899	0.003748674324
900	0.00373591972
901	0.003725712595
902	0.003714216095
903	0.003694315294
904	0.003673868651
905	0.003662239127
906	0.00364465657
907	0.003629375888
908	0.003620427199
909	0.003605351392
910	0.003591679501
911	0.003575818551
912	0.003560752893
913	0.003554455704
914	0.003545666171
915	0.00353268377
916	0.003522896472
917	0.003513408134
918	0.003494899053
919	0.003482698998
920	0.00346824768
921	0.003452657494
922	0.003433264536
923	0.003416798573
924	0.003403132704
925	0.003393770346
926	0.003385217525
927	0.003365525647
928	0.003359815313
929	0.003350608774
930	0.003332069645
931	0.003313862961
932	0.003300325769
933	0.003290355866
934	0.003276050874
935	0.003265879242
936	0.003253106086
937	0.003241636073
938	0.00323016578
939	0.003212608735
940	0.003196266483
941	0.003181439585
942	0.003173020148
943	0.003160256108
944	0.003143119391
945	0.003131076984
946	0.003116166162
947	0.003097076922
948	0.003086273974
949	0.003078541893
950	0.003061976349
951	0.003054618445
952	0.003043110446
953	0.003035807526
954	0.003024558777
955	0.003011958719
956	0.003000738538
957	0.002986981805
958	0.002971113313
959	0.002963143907
960	0.002945412045
961	0.00293334354
962	0.002918825856
963	0.002904298881
964	0.002889736462
965	0.002883813372
966	0.002870023842
967	0.002854897318
968	0.002846709286
969	0.002839133923
970	0.00282182288
971	0.002806463737
972	0.002798634823
973	0.00278108719
974	0.002771820012
975	0.002761196326
976	0.002752990222
977	0.00273736259
978	0.002721310183
979	0.002713332559
980	0.002706533406
981	0.002690554409
982	0.002674990046
983	0.002661587102
984	0.002646937576
985	0.002635971858
986	0.002620630119
987	0.002607423499
988	0.002593184189
989	0.002576276865
990	0.002571569772
991	0.002561305734
992	0.002553439237
993	0.002542750257
994	0.002533404267
995	0.002519810214
996	0.002506663611
997	0.002498956561
998	0.002488561891
999	0.002476216057
